Name,English,Translation,Restrictions,Comment
Event_Create,Create,生成,,Create event name
Event_Destroy,Destroy,破棄,,Destroy event name
Event_CleanUp,Clean Up,クリーン アップ,,Clean Up event name
Event_Draw,Draw,描画,,Draw event name
Event_Draw_Draw,Draw,描画,,Draw event subtype
Event_Draw_DrawBegin,Draw Begin,描画開始,,Draw event subtype
Event_Draw_DrawEnd,Draw End,描画終了,,Draw event subtype
Event_Draw_DrawGUI,Draw GUI,GUI の描画,,Draw event subtype
Event_Draw_DrawGUIBegin,Draw GUI Begin,GUI の描画開始,,Draw event subtype
Event_Draw_DrawGUIEnd,Draw GUI End,GUI の描画終了,,Draw event subtype
Event_Draw_PostDraw,Post-Draw,描画前,,Draw event subtype
Event_Draw_PreDraw,Pre-Draw,描画後,,Draw event subtype
Event_Draw_Resize,Window Resize,ウィンドウのサイズ変更,,Draw event subtype
Event_Key_Alt,Alt,Alt,,Key event subtype
Event_Key_AnyKey,Any,任意のキー,,Key event subtype
Event_Key_Backspace,Backspace,Backspace,,"Key event ""others"" subtype"
Event_Key_Ctrl,Control,Ctrl,,Key event subtype
Event_Key_Delete,Delete,Delete,,"Key event ""others"" subtype"
Event_Key_DigitN,{0},{0},,event key digit N
Event_Key_Digits,Digits,数字,,Key event subtype
Event_Key_Down,Down,下,,Key event subtype
Event_Key_End,End,End,,"Key event ""others"" subtype"
Event_Key_Enter,Enter,Enter,,Key event subtype
Event_Key_Escape,Escape,Esc,,"Key event ""others"" subtype"
Event_Key_FunctionKeys,Function Keys,ファンクション キー,,Key event subtype
Event_Key_Home,Home,Home,,"Key event ""others"" subtype"
Event_Key_Insert,Insert,Insert,,"Key event ""others"" subtype"
Event_Key_Tab,Tab,Tab,,Key event others subtype
Event_Key_Keypad,Keypad,テンキー,,Key event subtype
Event_Key_KeypadN,Keypad {0},テンキー {0},,Keypad event N
Event_Keyboard_Modifiers,Modifiers,修飾キー,,Modifiers keyboard group title
Event_Key_ArrowKeys,Arrow Keys,矢印キー,,Arrow keys keyboard group title
Event_Key_ControlKeys,Control Keys,制御キー,,Control keys keybaord group title
Event_Key_Left,Left,左,,Key event subtype
Event_Key_Letters,Letters,アルファベット,,Key event subtype
Event_Key_NoKey,No Key,キーなし,,Key event subtype
Event_Key_Others,Others,その他,,Key event subtype
Event_Key_PageDown,Page Down,Page Down,,"Key event ""others"" subtype"
Event_Key_PageUp,Page Up,Page Up,,"Key event ""others"" subtype"
Event_Key_Right,Right,右,,Key event subtype
Event_Key_Shift,Shift,Shift,,Key event subtype
Event_Key_Space,Space,スペース,,Key event subtype
Event_Key_Up,Up,上,,Key event subtype
Event_Keyboard,Key Down,キー入力,,Keyboard event name
Event_KeyPress,Key Pressed,キーを押した,,Key Press event name
Event_KeyPress_Short,Key Press - ,キーを押した - ,,KeyPress event short name
Event_KeyDown_Short,Key Down - ,キー入力 - ,,KeyDown event short name
Event_KeyPressN,Press {0},{0} キーを押した,,Key Press event - short name
Event_KeyRelease,Key Up,キーを離した,,Key Release event name
Event_KeyRelease_Short,Key Up - ,キーを離した - ,,Key Release event - short name
Event_KeyDown,Key Down,キー入力,,Key Down event name
Event_KeyUp,Key Up,キーを戻した,,Key Up event name
Event_Mouse,Mouse,マウス,,Mouse event name
Event_MouseClick,Mouse Click,マウス クリック,,Mouse Click event name
Event_MouseDown,Mouse Down,マウスのボタンを押した,,Mouse Down event name
Event_MouseUp,Mouse Up,マウスのボタンを離した,,Mouse Up event name
Event_Mouse_GlobalMouse,Global,グローバル,,Mouse event subtype
Event_Mouse_GlobalMouse_LeftButton,Global Left Down,左クリック (グローバル),,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_LeftPressed,Global Left Pressed,左ボタンを押した (グローバル),,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_LeftReleased,Global Left Released,左ボタンを離した (グローバル),,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_MiddleButton,Global Middle Down,ホイール クリック (グローバル),,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_MiddlePressed,Global Middle Pressed,ホイールを押した (グローバル),,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_MiddleReleased,Global Middle Released,ホイールを離した (グローバル),,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_RightButton,Global Right Down,右クリック (グローバル),,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_RightPressed,Global Right Pressed,右ボタンを押した (グローバル),,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_RightReleased,Global Right Released,右ボタンを離した (グローバル),,"Mouseevent ""global"" subtype"
Event_Mouse_LeftButton,Left Down,左クリック,,Mouse event subtype
Event_Mouse_LeftPressed,Left Pressed,左ボタンを押した,,Mouse event subtype
Event_Mouse_LeftReleased,Left Released,左ボタンを離した,,Mouse event subtype
Event_Mouse_MiddleButton,Middle Down,ホイール クリック,,Mouse event subtype
Event_Mouse_MiddlePressed,Middle Pressed,ホイールを押した,,Mouse event subtype
Event_Mouse_MiddleReleased,Middle Released,ホイールを離した,,Mouse event subtype
Event_Mouse_MouseEnter,Mouse Enter,マウスの接続,,Mouse event subtype
Event_Mouse_MouseLeave,Mouse Leave,マウスの取り外し,,Mouse event subtype
Event_Mouse_MouseWheelDown,Mouse Wheel Down,ホイールを下へスクロール,,Mouse event subtype
Event_Mouse_MouseWheelUp,Mouse Wheel Up,ホイールを上へスクロール,,Mouse event subtype
Event_Mouse_NoButton,No Mouse Input,マウス入力なし,,Mouse event subtype
DnD_Event_Mouse_Any,Any Button,任意のボタン,,Mouse event subtype
DnD_Event_Mouse_None,No Button,ボタンなし,,Mouse event subtype
DnD_Event_Mouse_Left,Left,左,,Mouse event subtype
DnD_Event_Mouse_Right,Right,右,,Mouse event subtype
DnD_Event_Mouse_Middle,Middle,ホイール,,Mouse event subtype
Event_Mouse_RightButton,Right Down,右クリック,,Mouse event subtype
Event_Mouse_RightPressed,Right Pressed,右ボタンを押した,,Mouse event subtype
Event_Mouse_RightReleased,Right Released,右ボタンを離した,,Mouse event subtype
Event_Other,Other,その他,,Other event name
Event_Other_AnimationEnd,Animation End,アニメーション終了,,Other event subtype
Event_Other_AnimationEvent,Animation Event,アニメーション イベント,,Other event subtype
Event_Other_AnimationUpdate,Animation Update,アニメーションの更新,,Other event subtype
Event_Other_EndOfPath,Path Ended,パス終了,,Other event subtype
Event_Other_GameEnd,Game End,ゲーム終了,,Other event subtype
Event_Other_GameStart,Game Start,ゲーム開始,,Other event subtype
Event_Other_IntersectBoundary,Intersect Boundary,境界に交差した,,Other event subtype
Event_Other_OutsideRoom,Outside Room,ルームの外へ出た,,Other event subtype
Event_Other_RoomEnd,Room End,ルーム終了,,Other event subtype
Event_Other_RoomStart,Room Start,ルーム開始,,Other event subtype
Event_Other_UserDefined,User Events,ユーザー イベント,,Other event subtype
Event_Other_UserN,User Event {0},ユーザー イベント {0},,event other user N
Event_Other_Views,Views,ビュー,,Other event subtype
Event_Other_Views_BoundaryViewN,Intersect View {0} Boundary,ビュー {0} の境界に交差した,,"Other-Views ""Boundary view"" event numberN"
Event_Other_Views_OutsideViewN,Outside View {0},ビュー {0} の外へ出た,,"Other-Views ""Outside view"" event numberN"
Event_Other_Views_Boundary,Intersect Boundary,境界に交差した,,Intersect boundary view group title
Event_Other_Views_Outside,Outside View,ビューの外へ出た,,Outside view group title
Event_Step,Step,ステップ,,Step event name
Event_StepBegin,Begin Step,ステップ開始,,Begin Step event name
Event_StepEnd,End Step,ステップ終了,,End Step event name
Event_Unknown,Unknown Event,不明なイベント,,Object editor unknown event name
Exit_AreYouSure,Are you sure you want to exit?,本当に終了しますか？,,"On closing main desktop to quit, are you sure?"
Exit_SaveProject,Do you want to save changes before exiting?,終了する前に変更を保存しますか？,,Let user save project on exit
CloseProject_Save,Do you want to save changes to the current project?,現在のプロジェクトの変更を保存しますか？,,Prompt user to save changes to current project
Extension_Export,Enable in game,ゲーム内で有効化,,Enable this extension in the game
Extension_Import,Import extension,拡張機能のインポート,,Extension import title
Extension_Import_Button_Add,Add -->,追加 -->,,extension add resource button
Extension_Import_Button_ImportAll,Import All,すべてインポート,,extension import all button
Extension_Import_Button_Remove,Remove,削除,,extension remove resource button
Extension_Import_Complete,Import Complete!,インポート完了！,,extension import complete message
Extension_Import_CopyingFiles,Copying files...,ファイルをコピーしています...,,extension import copying files progress label
Extension_Import_DuplicateExtensionName,Extension with name '{0}' already exists - delete previous version before importing new version,{0}' という名前の拡張機能はすでに存在しています - 新しいバージョンをインポートする前に、以前のバージョンを削除してください,,extension import - imported extension has the same name as an existing extension
